CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Hubhopper,Internet,Series A,500000,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,,,
Rubix108 Technologies,Information Technology,Seed,1000000,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,,,
Workflexi,Human Resources,Seed,"₹10,000,000",Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,,,
Streak,Financial Services,Seed,"₹22,500,000",Bangalore,Algorithmic trading platform.,2018,,,
Kuants,Financial Services,Seed,"₹5,000,000",Gurgaon,Algorithmic trading platform.,2018,,,
NiYO Solutions,Finance,Series A,13200000,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,,,
Hippo Video,Customer Service,Seed,—,Chennai,A video recording and sharing software.,2018,,,
Satvacart,E-Commerce,Seed,—,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,,,
Daaki,Health Care,Angel,—,Bangalore,Sports Nutrition startup,2018,,,
Simulanis,Training,Seed,500000,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,,,
MY CHIRAAG CAB,Travel,Seed,1000000,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,,,
WOTU,Food and Beverage,Seed,—,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,,,
Flathalt,—,Angel,50000,Gurgaon,FInd your Customized Home here.,2018,,,
True Elements,Dietary Supplements,Seed,"₹50,000,000",Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,,,
Trendlyne Technologies,Financial Services,Seed,200000,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,,,
Planys Technologies,Manufacturing,Series A,"₹140,200,000",Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,,,
HealthPlix,Fitness,Series A,3000000,Bangalore,HealthPlix is a healthtech startup,2018,,,
dishq,—,Seed,400000,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,,,
Entropik Technology,Artificial Intelligence,Seed,1100000,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,,,
myHQ,Collaboration,Series A,500000,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,,,
Trell,—,Seed,1250000,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,,,
Kidovators (by GyanLab),Big Data,Seed,180000,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,,,
Log 9 Materials,Nanotechnology,Seed,"₹30,000,000",Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,,,
VTION,Analytics,Seed,"₹19,200,000",Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,,,
HousingMan.com,—,Seed,"₹103,000,000",Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,,,
Steradian Semiconductors,—,Seed,—,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,,,
RupeeCircle,Financial Services,Seed,"₹40,000,000",Mumbai,RupeeCircle is a new age finance company.,2018,,,
Wooden Street,E-Commerce,Series A,1000000,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,,,
The Ken,Digital Media,Series A,1500000,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018,,,
SaffronStays,—,Seed,2000000,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,,,
Vebbler,File Sharing,Seed,—,Bengaluru,A personal network for close people,2018,,,
Foyr,Home Decor,Series A,4200000,Pune,"Foyr.com is India's first online, automated interior designer",2018,,,
MEngage,Health Care,Seed,175000,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,,,
Inner Being Wellness,—,Angel,"₹35,000,000",Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,,,
Kobster,E-Commerce,Seed,—,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,,,
Wishberry,Crowdfunding,Series A,"₹100,000,000",Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,,,
McXtra,Finance,Seed,1300000,Andheri,McXtra is a digital insurance broking startup.,2018,,,
Magic Crate,Children,Seed,—,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,,,
SmartVizX,Software,Seed,1450000,Noida,It is a Virtual Reality Solutions StartUp,2018,,,
MySEODoc,—,Seed,—,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,,,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,"₹200,000",Pune,Digital Marketing Agency,2018,,,
Scale Labs,—,Seed,1000000,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,,,
HungerBox,B2B,Series A,4500000,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,,,
Biryani By Kilo,Catering,Seed,1000000,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,,,
Wholesome Habits (EAT Anytime),Food and Beverage,Seed,500000,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,,,
GoBumpr,Automotive,Seed,600000,Mylapore,Car Service and Bike Service Mobile App,2018,,,
Fixpocket,Computer,Seed,250000,Ahmedabad,Fixpocket is a internet-based startup.,2018,,,
edureka!,Android,Series A,2000000,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,,,
Hashtag Loyalty Private Limited,Analytics,Seed,—,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,,,
Wow Express,Delivery,Series A,4500000,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,,,
ZunRoof,Environmental Consulting,Angel,"₹16,600,000",Gurgaon,ZunRoof is a rooftop focused solar startup.,2018,,,
Eggoz,Food and Beverage,Angel,"₹12,000,000",Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,,,
Sqrrl Fintech,Big Data,Seed,1000000,Gurgaon,Personal Finance,2018,,,
GalaxyCard,Finance,Seed,—,Noida,GalaxyCard is a mobile based Instant credit card.,2018,,,
IndiQube,Commercial Real Estate,Series A,15000000,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,,,
EGK Foods,Food and Beverage,Seed,"₹20,000,000",Mumbai,A food processing enterprise registered with StartUp India .,2018,,,
NirogStreet,Apps,Seed,300000,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,,,
Pixr8,Digital Media,Seed,50000,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,,,
Nivesh.com,Finance,Seed,"₹30,000,000",Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,,,
Theranosis Life Sciences,Biotechnology,Seed,—,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,,,
Poshmiles Online Solutions Private Limited,Travel,Seed,—,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,,,
Reculta,Education,Seed,—,Noida,A campus recruitment solution provider.,2018,,,
Orbo.ai,Internet,Seed,—,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,,,
Inntot Technologies,Consumer Electronics,Seed,—,Kochi,"Inntot Technologies, is a technology driven company.",2018,,,
Zoctr Health,Apps,Seed,—,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,,,
Hey Deedee,Delivery Service,Seed,"₹33,000,000",Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,,,
DigiConnectt Technologys,Information Services,Seed,125000,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,,,
Locus.sh,Big Data,Series A,4000000,Bangalore,Locus is an intelligent logistics automation platform.,2018,,,
Sports Flashes Pvt. Ltd,Basketball,Seed,1000000,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,,,
Inc42,Media and Entertainment,Seed,—,New Delhi,Inc42 is one of the leading tech media publications of India.,2018,,,
Picxy,Internet,Seed,130000,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,,,
Huddle,Consulting,Seed,300000,Haryana,A coworking incubator Company.,2018,,,
Benepik,Human Resources,Seed,—,Gurgaon,HR Technology start-up.,2018,,,
Cash Suvidha,Finance,Seed,1000000,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,,,
Smartcoin,Big Data,Seed,2000000,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,,,
Carmel Organics,Agriculture,Series A,—,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,,,
Roadcast,—,Angel,250000,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,,,
Printline Media(ThePrint),Digital Media,Seed,"₹34,900,000",New Delhi,A digital news platform.,2018,,,
Creditas Solutions,Financial Services,Seed,—,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,,,
UrbanPiper,Software,Seed,—,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,,,
Doxper,Health Care,Seed,"₹72,000,000",Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,,,
i2ifunding,Crowdfunding,Angel,"₹50,000,000",Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,,,
ShakeDeal,B2B,Seed,—,Bangalore,Home of B2B Commerce,2018,,,
HelloVerify,Fraud Detection,Seed,—,Noida,HelloVerify is an online background check platform.,2018,,,
Fasal,Agriculture,Seed,120000,Bengaluru,Climate Smart Precision Agriculture Platform,2018,,,
CoinGeto,Cryptocurrency,Seed,"₹120,000,000",Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,,,
Avail Finance,Finance,Series A,17200000,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,,,
Tripeur,Information Technology,Seed,600000,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,,,
Wedeterna,Wedding,Angel,—,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,,,
Stumagz,Digital Media,Seed,—,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,,,
Doubtnut,E-Learning,Seed,"₹35,000,000",Gurgaon,Gurgaon based E-learning platform.,2018,,,
MCaffeine,Consumer Goods,Seed,"₹32,000,000",Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,,,
TrustCheckr,Information Technology,Angel,100000,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,,,
HealthAssure,Fitness,Seed,1000000,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,,,
Picture TIme,Digital Entertainment,Seed,"₹250,000,000",New Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,,,
1Crowd,Crowdsourcing,Angel,3500000,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,,,
Aarav Unmanned Systems,Delivery,Seed,—,Bangalore,Professional Drones for Enterprise Applications,2018,,,
Wellthy Therapeutics Pvt Ltd,Health Care,Seed,"₹135,000,000",Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,,,
Nua,Consumer Goods,Seed,—,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,,,
Kuvera.in,Financial Services,Angel,250000,Bangalore,An online platform for mutual fund investments.,2018,,,
Livehealth,Health Care,Seed,1100000,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,,,
Gramophone,Farming,Seed,1000000,Indore,An agricultural inputs startup Company.,2018,,,
Ora,Business Travel,Seed,—,Kolkata,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,,,
Buddy4Study.com,Career Planning,Series A,3000000,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,,,
